Technologies,Hours,Availability
wind_nw,959,0.307733333
wind_we,959,0.217972028
wind_sw,959,0.137582418
wind_se,959,0.248863636
wind_off,960,0.7683
ror,960,0.512679387
pv_ea,960,0.0
pv_ne,960,0.0
pv_nw,960,0.0
pv_we,960,0.0
pv_sw,960,0.0
pv_se,960,0.0
wind_ea,960,0.27125
wind_ne,960,0.267419355
wind_nw,960,0.297733333
wind_we,960,0.210979021
wind_sw,960,0.129230769
wind_se,960,0.233409091
wind_off,961,0.7484
ror,961,0.512679387
pv_ea,961,0.0
pv_ne,961,0.0
pv_nw,961,0.0
pv_we,961,0.0
pv_sw,961,0.0
pv_se,961,0.0
wind_ea,961,0.2575
wind_ne,961,0.262258065
wind_nw,961,0.295466667
wind_we,961,0.20958042
wind_sw,961,0.119340659
wind_se,961,0.225681818
wind_off,962,0.762
ror,962,0.512679387
pv_ea,962,0.0
pv_ne,962,0.0
pv_nw,962,0.0
pv_we,962,0.0
pv_sw,962,0.0
pv_se,962,0.0
wind_ea,962,0.2490625
wind_ne,962,0.255483871
wind_nw,962,0.291333333
wind_we,962,0.20034965
wind_sw,962,0.113736264
wind_se,962,0.206363636
wind_off,963,0.7959
ror,963,0.512679387
pv_ea,963,0.0
pv_ne,963,0.0
pv_nw,963,0.0
pv_we,963,0.0
pv_sw,963,0.0
pv_se,963,0.0
wind_ea,963,0.23875
wind_ne,963,0.255483871
wind_nw,963,0.282666667
wind_we,963,0.199440559
wind_sw,963,0.106373626
wind_se,963,0.187727273
wind_off,964,0.8304
ror,964,0.512679387
pv_ea,964,0.0
pv_ne,964,0.0
pv_nw,964,0.0
pv_we,964,0.0
pv_sw,964,0.0
pv_se,964,0.0
wind_ea,964,0.228125
wind_ne,964,0.257096774
wind_nw,964,0.301066667
wind_we,964,0.19013986
wind_sw,964,0.100989011
wind_se,964,0.173181818
wind_off,965,0.8472
ror,965,0.512679387
pv_ea,965,0.0
pv_ne,965,0.0
pv_nw,965,0.0
pv_we,965,0.0
pv_sw,965,0.0
pv_se,965,0.0
wind_ea,965,0.2225
wind_ne,965,0.254193548
wind_nw,965,0.305466667
wind_we,965,0.177622378
wind_sw,965,0.093516484
wind_se,965,0.158181818
wind_off,966,0.8577
ror,966,0.512679387
pv_ea,966,0.0
pv_ne,966,0.0
pv_nw,966,0.0
pv_we,966,0.0
pv_sw,966,0.0
pv_se,966,0.0
wind_ea,966,0.2234375
wind_ne,966,0.257741935
wind_nw,966,0.3016
wind_we,966,0.17027972
wind_sw,966,0.085934066
wind_se,966,0.144090909
wind_off,967,0.8524
ror,967,0.512679387
pv_ea,967,0.0
pv_ne,967,0.0
pv_nw,967,0.0
pv_we,967,0.0
pv_sw,967,0.0
pv_se,967,0.0
wind_ea,967,0.220625
wind_ne,967,0.256451613
wind_nw,967,0.2828
wind_we,967,0.154475524
wind_sw,967,0.076813187
wind_se,967,0.134318182
wind_off,968,0.8522
ror,968,0.512679387
pv_ea,968,0.0
pv_ne,968,0.0
pv_nw,968,0.0
pv_we,968,0.0
pv_sw,968,0.0
pv_se,968,0.0
wind_ea,968,0.2115625
wind_ne,968,0.251935484
wind_nw,968,0.270266667
wind_we,968,0.141958042
wind_sw,968,0.068571429
wind_se,968,0.12
wind_off,969,0.7871
ror,969,0.512679387
pv_ea,969,0.01
pv_ne,969,0.01
pv_nw,969,0.01
pv_we,969,0.01
pv_sw,969,0.01
pv_se,969,0.016666667
wind_ea,969,0.198125
wind_ne,969,0.241612903
wind_nw,969,0.254266667
wind_we,969,0.113566434
wind_sw,969,0.059230769
wind_se,969,0.0975
wind_off,970,0.7947
ror,970,0.512679387
pv_ea,970,0.03
pv_ne,970,0.03
pv_nw,970,0.034
pv_we,970,0.0375
pv_sw,970,0.0375
pv_se,970,0.046666667
wind_ea,970,0.186875
wind_ne,970,0.224193548
wind_nw,970,0.227466667
wind_we,970,0.084825175
wind_sw,970,0.041758242
wind_se,970,0.074318182
wind_off,971,0.746
ror,971,0.512679387
pv_ea,971,0.06
pv_ne,971,0.06
pv_nw,971,0.062
pv_we,971,0.065
pv_sw,971,0.0725
pv_se,971,0.083333333
wind_ea,971,0.1728125
wind_ne,971,0.212903226
wind_nw,971,0.210133333
wind_we,971,0.064055944
wind_sw,971,0.037692308
wind_se,971,0.069772727
wind_off,972,0.7984
ror,972,0.512679387
pv_ea,972,0.07
pv_ne,972,0.07
pv_nw,972,0.09
pv_we,972,0.09
pv_sw,972,0.1
pv_se,972,0.12
wind_ea,972,0.1896875
wind_ne,972,0.218709677
wind_nw,972,0.2152
wind_we,972,0.068531469
wind_sw,972,0.045824176
wind_se,972,0.072272727
wind_off,973,0.8158
ror,973,0.512679387
pv_ea,973,0.07
pv_ne,973,0.07
pv_nw,973,0.1
pv_we,973,0.105
pv_sw,973,0.12
pv_se,973,0.146666667
wind_ea,973,0.20625
wind_ne,973,0.224516129
wind_nw,973,0.225866667
wind_we,973,0.071888112
wind_sw,973,0.047802198
wind_se,973,0.071136364
wind_off,974,0.8317
ror,974,0.512679387
pv_ea,974,0.06
pv_ne,974,0.06
pv_nw,974,0.096
pv_we,974,0.095
pv_sw,974,0.13
pv_se,974,0.123333333
wind_ea,974,0.189375
wind_ne,974,0.213225806
wind_nw,974,0.225733333
wind_we,974,0.072167832
wind_sw,974,0.05010989
wind_se,974,0.064545455
wind_off,975,0.8587
ror,975,0.512679387
pv_ea,975,0.04
pv_ne,975,0.04
pv_nw,975,0.074
pv_we,975,0.0775
pv_sw,975,0.115
pv_se,975,0.096666667
wind_ea,975,0.1709375
wind_ne,975,0.210967742
wind_nw,975,0.2112
wind_we,975,0.067552448
wind_sw,975,0.054395604
wind_se,975,0.055227273
wind_off,976,0.8641
ror,976,0.512679387
pv_ea,976,0.02
pv_ne,976,0.02
pv_nw,976,0.054
pv_we,976,0.0525
pv_sw,976,0.085
pv_se,976,0.06
wind_ea,976,0.17375
wind_ne,976,0.22516129
wind_nw,976,0.194666667
wind_we,976,0.06048951
wind_sw,976,0.057692308
wind_se,976,0.045909091
wind_off,977,0.8672
ror,977,0.512679387
pv_ea,977,0.01
pv_ne,977,0.01
pv_nw,977,0.02
pv_we,977,0.0175
pv_sw,977,0.0375
pv_se,977,0.026666667
wind_ea,977,0.1859375
wind_ne,977,0.237419355
wind_nw,977,0.204533333
wind_we,977,0.065034965
wind_sw,977,0.06967033
wind_se,977,0.045909091
wind_off,978,0.8698
ror,978,0.512679387
pv_ea,978,0.0
pv_ne,978,0.0
pv_nw,978,0.0
pv_we,978,0.0
pv_sw,978,0.005
pv_se,978,0.0
wind_ea,978,0.1853125
wind_ne,978,0.239032258
wind_nw,978,0.218666667
wind_we,978,0.072867133
wind_sw,978,0.091538462
wind_se,978,0.049772727
wind_off,979,0.8715
ror,979,0.512679387
pv_ea,979,0.0
pv_ne,979,0.0
pv_nw,979,0.0
pv_we,979,0.0
pv_sw,979,0.0
pv_se,979,0.0
wind_ea,979,0.1796875
wind_ne,979,0.232258065
wind_nw,979,0.211466667
wind_we,979,0.078881119
wind_sw,979,0.111428571
wind_se,979,0.051136364
wind_off,980,0.857
ror,980,0.512679387
pv_ea,980,0.0
pv_ne,980,0.0
pv_nw,980,0.0
pv_we,980,0.0
pv_sw,980,0.0
pv_se,980,0.0
wind_ea,980,0.1696875
wind_ne,980,0.219677419
wind_nw,980,0.196533333
wind_we,980,0.083846154
wind_sw,980,0.126263736
wind_se,980,0.051590909
wind_off,981,0.8428
ror,981,0.512679387
pv_ea,981,0.0
pv_ne,981,0.0
pv_nw,981,0.0
pv_we,981,0.0
pv_sw,981,0.0
pv_se,981,0.0
wind_ea,981,0.1559375
wind_ne,981,0.209354839
wind_nw,981,0.174533333
wind_we,981,0.089090909
wind_sw,981,0.132747253
wind_se,981,0.049545455
wind_off,982,0.8796
ror,982,0.512679387
pv_ea,982,0.0
pv_ne,982,0.0
pv_nw,982,0.0
pv_we,982,0.0
pv_sw,982,0.0
pv_se,982,0.0
wind_ea,982,0.1409375
wind_ne,982,0.198064516
wind_nw,982,0.1528
wind_we,982,0.094265734
wind_sw,982,0.136263736
wind_se,982,0.049772727
wind_off,983,0.8649
ror,983,0.512679387
pv_ea,983,0.0
pv_ne,983,0.0
pv_nw,983,0.0
pv_we,983,0.0
pv_sw,983,0.0
pv_se,983,0.0
wind_ea,983,0.1278125
wind_ne,983,0.190645161
wind_nw,983,0.133466667
wind_we,983,0.093916084
wind_sw,983,0.136483516
wind_se,983,0.048409091
wind_off,984,0.807
ror,984,0.512679387
pv_ea,984,0.0
pv_ne,984,0.0
pv_nw,984,0.0
pv_we,984,0.0
pv_sw,984,0.0
pv_se,984,0.0
wind_ea,984,0.12
wind_ne,984,0.185483871
wind_nw,984,0.115066667
wind_we,984,0.091328671
wind_sw,984,0.137142857
wind_se,984,0.048636364
wind_off,985,0.7657
ror,985,0.512679387
pv_ea,985,0.0
pv_ne,985,0.0
pv_nw,985,0.0
pv_we,985,0.0
pv_sw,985,0.0
pv_se,985,0.0
wind_ea,985,0.11
wind_ne,985,0.178709677
wind_nw,985,0.094933333
wind_we,985,0.087552448
wind_sw,985,0.144065934
wind_se,985,0.052045455
wind_off,986,0.7507
ror,986,0.512679387
pv_ea,986,0.0
pv_ne,986,0.0
pv_nw,986,0.0
pv_we,986,0.0
pv_sw,986,0.0
pv_se,986,0.0
wind_ea,986,0.0990625
wind_ne,986,0.166451613
wind_nw,986,0.077333333
wind_we,986,0.084545455
wind_sw,986,0.144725275
wind_se,986,0.053181818
wind_off,987,0.7561
ror,987,0.512679387
pv_ea,987,0.0
pv_ne,987,0.0
pv_nw,987,0.0
pv_we,987,0.0
pv_sw,987,0.0
pv_se,987,0.0
wind_ea,987,0.0834375
wind_ne,987,0.148709677
wind_nw,987,0.062666667
wind_we,987,0.07958042
wind_sw,987,0.13956044
wind_se,987,0.057954545
wind_off,988,0.7828
ror,988,0.512679387
pv_ea,988,0.0
pv_ne,988,0.0
pv_nw,988,0.0
pv_we,988,0.0
pv_sw,988,0.0
pv_se,988,0.0
wind_ea,988,0.0671875
wind_ne,988,0.127741935
wind_nw,988,0.052133333
wind_we,988,0.074825175
wind_sw,988,0.128681319
wind_se,988,0.062954545
wind_off,989,0.8098
ror,989,0.512679387
pv_ea,989,0.0
pv_ne,989,0.0
pv_nw,989,0.0
pv_we,989,0.0
pv_sw,989,0.0
pv_se,989,0.0
wind_ea,989,0.0525
wind_ne,989,0.111935484
wind_nw,989,0.042266667
wind_we,989,0.064195804
wind_sw,989,0.118461538
wind_se,989,0.069545455
wind_off,990,0.8211
ror,990,0.512679387
pv_ea,990,0.0
pv_ne,990,0.0
pv_nw,990,0.0
pv_we,990,0.0
pv_sw,990,0.0
pv_se,990,0.0
wind_ea,990,0.0428125
wind_ne,990,0.10483871
wind_nw,990,0.036133333
wind_we,990,0.058181818
wind_sw,990,0.110769231
wind_se,990,0.0775
wind_off,991,0.8328
ror,991,0.512679387
pv_ea,991,0.0
pv_ne,991,0.0
pv_nw,991,0.0
pv_we,991,0.0
pv_sw,991,0.0
pv_se,991,0.0
wind_ea,991,0.0375
wind_ne,991,0.101935484
wind_nw,991,0.031733333
wind_we,991,0.055594406
wind_sw,991,0.103186813
wind_se,991,0.082954545
wind_off,992,0.8108
ror,992,0.512679387
pv_ea,992,0.0
pv_ne,992,0.0
pv_nw,992,0.0
pv_we,992,0.0
pv_sw,992,0.0
pv_se,992,0.0
wind_ea,992,0.0340625
wind_ne,992,0.102580645
wind_nw,992,0.0296
wind_we,992,0.062307692
wind_sw,992,0.095604396
wind_se,992,0.085227273
wind_off,993,0.8118
ror,993,0.512679387
pv_ea,993,0.01
pv_ne,993,0.01
pv_nw,993,0.004
pv_we,993,0.0075
pv_sw,993,0.0175
pv_se,993,0.01
wind_ea,993,0.0309375
wind_ne,993,0.091612903
wind_nw,993,0.028266667
wind_we,993,0.066223776
wind_sw,993,0.08978022
wind_se,993,0.078863636
wind_off,994,0.8656
ror,994,0.512679387
pv_ea,994,0.04
pv_ne,994,0.04
pv_nw,994,0.026
pv_we,994,0.0275
pv_sw,994,0.0575
pv_se,994,0.036666667
wind_ea,994,0.02625
wind_ne,994,0.077741935
wind_nw,994,0.0264
wind_we,994,0.06
wind_sw,994,0.08956044
wind_se,994,0.076136364
wind_off,995,0.8786
ror,995,0.512679387
pv_ea,995,0.06
pv_ne,995,0.06
pv_nw,995,0.044
pv_we,995,0.055
pv_sw,995,0.1025
pv_se,995,0.06
wind_ea,995,0.0221875
wind_ne,995,0.064193548
wind_nw,995,0.028
wind_we,995,0.077272727
wind_sw,995,0.077362637
wind_se,995,0.062954545
wind_off,996,0.8956
ror,996,0.512679387
pv_ea,996,0.08
pv_ne,996,0.08
pv_nw,996,0.064
pv_we,996,0.0825
pv_sw,996,0.14
pv_se,996,0.09
wind_ea,996,0.0196875
wind_ne,996,0.050322581
wind_nw,996,0.031866667
wind_we,996,0.081258741
wind_sw,996,0.064175824
wind_se,996,0.052272727
wind_off,997,0.915
ror,997,0.512679387
pv_ea,997,0.09
pv_ne,997,0.09
pv_nw,997,0.078
pv_we,997,0.11
pv_sw,997,0.165
pv_se,997,0.106666667
wind_ea,997,0.0171875
wind_ne,997,0.040645161
wind_nw,997,0.0372
wind_we,997,0.082937063
wind_sw,997,0.058571429
wind_se,997,0.040454545
wind_off,998,0.9381
ror,998,0.512679387
pv_ea,998,0.1
pv_ne,998,0.1
pv_nw,998,0.088
pv_we,998,0.13
pv_sw,998,0.1825
pv_se,998,0.113333333
wind_ea,998,0.015625
wind_ne,998,0.032258065
wind_nw,998,0.042266667
wind_we,998,0.082097902
wind_sw,998,0.054615385
wind_se,998,0.034318182
wind_off,999,0.948
ror,999,0.512679387
pv_ea,999,0.09
pv_ne,999,0.09
pv_nw,999,0.08
pv_we,999,0.13
pv_sw,999,0.165
pv_se,999,0.1
wind_ea,999,0.0153125
wind_ne,999,0.025806452
wind_nw,999,0.0464
wind_we,999,0.07979021
wind_sw,999,0.055274725
wind_se,999,0.029772727
wind_off,1000,0.9495
ror,1000,0.512679387
pv_ea,1000,0.06
pv_ne,1000,0.06
pv_nw,1000,0.056
pv_we,1000,0.1025
pv_sw,1000,0.1225
pv_se,1000,0.07
wind_ea,1000,0.01625
wind_ne,1000,0.020322581
wind_nw,1000,0.047466667
wind_we,1000,0.07958042
wind_sw,1000,0.06032967
wind_se,1000,0.031590909
wind_off,1001,0.9498
ror,1001,0.512679387
pv_ea,1001,0.02
pv_ne,1001,0.02
pv_nw,1001,0.024
pv_we,1001,0.0475
pv_sw,1001,0.0575
pv_se,1001,0.03
wind_ea,1001,0.020625
wind_ne,1001,0.019677419
wind_nw,1001,0.0524
wind_we,1001,0.084895105
wind_sw,1001,0.069010989
wind_se,1001,0.036136364
wind_off,1002,0.9482
ror,1002,0.512679387
pv_ea,1002,0.0
pv_ne,1002,0.0
pv_nw,1002,0.0
pv_we,1002,0.0025
pv_sw,1002,0.005
pv_se,1002,0.0
wind_ea,1002,0.0325
wind_ne,1002,0.023870968
wind_nw,1002,0.064533333
wind_we,1002,0.114125874
wind_sw,1002,0.092527473
wind_se,1002,0.049090909
wind_off,1003,0.9475
ror,1003,0.512679387
pv_ea,1003,0.0
pv_ne,1003,0.0
pv_nw,1003,0.0
pv_we,1003,0.0
pv_sw,1003,0.0
pv_se,1003,0.0
wind_ea,1003,0.055
wind_ne,1003,0.032258065
wind_nw,1003,0.078133333
wind_we,1003,0.14958042
wind_sw,1003,0.11032967
wind_se,1003,0.067045455
wind_off,1004,0.9462
ror,1004,0.512679387
pv_ea,1004,0.0
pv_ne,1004,0.0
pv_nw,1004,0.0
pv_we,1004,0.0
pv_sw,1004,0.0
pv_se,1004,0.0
wind_ea,1004,0.0865625
wind_ne,1004,0.046451613
wind_nw,1004,0.094266667
wind_we,1004,0.184125874
wind_sw,1004,0.117472527
wind_se,1004,0.081818182
wind_off,1005,0.9446
ror,1005,0.512679387
pv_ea,1005,0.0
pv_ne,1005,0.0
pv_nw,1005,0.0
pv_we,1005,0.0
pv_sw,1005,0.0
pv_se,1005,0.0
wind_ea,1005,0.1196875
wind_ne,1005,0.067419355
wind_nw,1005,0.107466667
wind_we,1005,0.19958042
wind_sw,1005,0.113406593
wind_se,1005,0.091363636
wind_off,1006,0.9401
ror,1006,0.512679387
pv_ea,1006,0.0
pv_ne,1006,0.0
pv_nw,1006,0.0
pv_we,1006,0.0
pv_sw,1006,0.0
pv_se,1006,0.0
wind_ea,1006,0.14625
wind_ne,1006,0.086774194
wind_nw,1006,0.1144
wind_we,1006,0.20013986
wind_sw,1006,0.105934066
wind_se,1006,0.093181818
wind_off,1007,0.9366
ror,1007,0.512679387
pv_ea,1007,0.0
pv_ne,1007,0.0
pv_nw,1007,0.0
pv_we,1007,0.0
pv_sw,1007,0.0
pv_se,1007,0.0
wind_ea,1007,0.1565625
wind_ne,1007,0.1
wind_nw,1007,0.112533333
wind_we,1007,0.193986014
wind_sw,1007,0.099340659
wind_se,1007,0.091363636
wind_off,1008,0.9361
ror,1008,0.512679387
pv_ea,1008,0.0
pv_ne,1008,0.0
pv_nw,1008,0.0
pv_we,1008,0.0
pv_sw,1008,0.0
pv_se,1008,0.0
wind_ea,1008,0.1565625
wind_ne,1008,0.10516129
wind_nw,1008,0.106933333
wind_we,1008,0.185594406
wind_sw,1008,0.090659341
wind_se,1008,0.087727273
wind_off,1009,0.937
ror,1009,0.512679387
pv_ea,1009,0.0
pv_ne,1009,0.0
pv_nw,1009,0.0
pv_we,1009,0.0
pv_sw,1009,0.0
pv_se,1009,0.0
wind_ea,1009,0.149375
wind_ne,1009,0.106451613
wind_nw,1009,0.097733333
wind_we,1009,0.174685315
wind_sw,1009,0.07967033
wind_se,1009,0.0825
wind_off,1010,0.9365
ror,1010,0.512679387
pv_ea,1010,0.0
pv_ne,1010,0.0
pv_nw,1010,0.0
pv_we,1010,0.0
pv_sw,1010,0.0
pv_se,1010,0.0
wind_ea,1010,0.1425
wind_ne,1010,0.104516129
wind_nw,1010,0.0868
wind_we,1010,0.160559441
wind_sw,1010,0.06956044
wind_se,1010,0.079545455
wind_off,1011,0.938
ror,1011,0.512679387
pv_ea,1011,0.0
pv_ne,1011,0.0
pv_nw,1011,0.0
pv_we,1011,0.0
pv_sw,1011,0.0
pv_se,1011,0.0
wind_ea,1011,0.135
wind_ne,1011,0.098387097
wind_nw,1011,0.072933333
wind_we,1011,0.15020979
wind_sw,1011,0.066043956
wind_se,1011,0.077272727
wind_off,1012,0.9339
ror,1012,0.512679387
pv_ea,1012,0.0
pv_ne,1012,0.0
pv_nw,1012,0.0
pv_we,1012,0.0
pv_sw,1012,0.0
pv_se,1012,0.0
wind_ea,1012,0.134375
wind_ne,1012,0.089032258
wind_nw,1012,0.059466667
wind_we,1012,0.142377622
wind_sw,1012,0.061428571
wind_se,1012,0.070227273
wind_off,1013,0.9316
ror,1013,0.512679387
pv_ea,1013,0.0
pv_ne,1013,0.0
pv_nw,1013,0.0
pv_we,1013,0.0
pv_sw,1013,0.0
pv_se,1013,0.0
wind_ea,1013,0.12875
wind_ne,1013,0.081612903
wind_nw,1013,0.052133333
wind_we,1013,0.137202797
wind_sw,1013,0.059230769
wind_se,1013,0.068636364
wind_off,1014,0.9331
ror,1014,0.512679387
pv_ea,1014,0.0
pv_ne,1014,0.0
pv_nw,1014,0.0
pv_we,1014,0.0
pv_sw,1014,0.0
pv_se,1014,0.0
wind_ea,1014,0.1309375
wind_ne,1014,0.080645161
wind_nw,1014,0.048933333
wind_we,1014,0.133916084
wind_sw,1014,0.05989011
wind_se,1014,0.067727273
wind_off,1015,0.932
ror,1015,0.512679387
pv_ea,1015,0.0
pv_ne,1015,0.0
pv_nw,1015,0.0
pv_we,1015,0.0
pv_sw,1015,0.0
pv_se,1015,0.0
wind_ea,1015,0.1340625
wind_ne,1015,0.086451613
wind_nw,1015,0.050266667
wind_we,1015,0.135874126
wind_sw,1015,0.058901099
wind_se,1015,0.066818182
wind_off,1016,0.9351
ror,1016,0.512679387
pv_ea,1016,0.0
pv_ne,1016,0.0
pv_nw,1016,0.0
pv_we,1016,0.0
pv_sw,1016,0.0
pv_se,1016,0.0
wind_ea,1016,0.1390625
wind_ne,1016,0.088064516
wind_nw,1016,0.055866667
wind_we,1016,0.136853147
wind_sw,1016,0.058021978
wind_se,1016,0.066363636
wind_off,1017,0.9356
ror,1017,0.512679387
pv_ea,1017,0.03
pv_ne,1017,0.03
pv_nw,1017,0.008
pv_we,1017,0.0075
pv_sw,1017,0.0225
pv_se,1017,0.01
wind_ea,1017,0.1296875
wind_ne,1017,0.078064516
wind_nw,1017,0.055066667
wind_we,1017,0.127762238
wind_sw,1017,0.051428571
wind_se,1017,0.061818182
wind_off,1018,0.9344
ror,1018,0.512679387
pv_ea,1018,0.11
pv_ne,1018,0.11
pv_nw,1018,0.038
pv_we,1018,0.0425
pv_sw,1018,0.075
pv_se,1018,0.043333333
wind_ea,1018,0.1146875
wind_ne,1018,0.070967742
wind_nw,1018,0.048933333
wind_we,1018,0.100839161
wind_sw,1018,0.038901099
wind_se,1018,0.051590909
wind_off,1019,0.9239
ror,1019,0.512679387
pv_ea,1019,0.18
pv_ne,1019,0.18
pv_nw,1019,0.07
pv_we,1019,0.0925
pv_sw,1019,0.1375
pv_se,1019,0.076666667
wind_ea,1019,0.1028125
wind_ne,1019,0.066451613
wind_nw,1019,0.0444
wind_we,1019,0.085804196
wind_sw,1019,0.031208791
wind_se,1019,0.042727273
wind_off,1020,0.9095
ror,1020,0.512679387
pv_ea,1020,0.24
pv_ne,1020,0.24
pv_nw,1020,0.1
pv_we,1020,0.14
pv_sw,1020,0.19
pv_se,1020,0.11
wind_ea,1020,0.0990625
wind_ne,1020,0.057741935
wind_nw,1020,0.039866667
wind_we,1020,0.072027972
wind_sw,1020,0.025714286
wind_se,1020,0.037727273
wind_off,1021,0.9206
ror,1021,0.512679387
pv_ea,1021,0.26
pv_ne,1021,0.26
pv_nw,1021,0.114
pv_we,1021,0.1725
pv_sw,1021,0.21
pv_se,1021,0.136666667
wind_ea,1021,0.0953125
wind_ne,1021,0.050322581
wind_nw,1021,0.037066667
wind_we,1021,0.069300699
wind_sw,1021,0.022087912
wind_se,1021,0.034772727
wind_off,1022,0.9298
ror,1022,0.512679387
pv_ea,1022,0.24
pv_ne,1022,0.24
pv_nw,1022,0.112
pv_we,1022,0.1825
pv_sw,1022,0.2125
pv_se,1022,0.14
wind_ea,1022,0.09
wind_ne,1022,0.042258065
wind_nw,1022,0.032933333
wind_we,1022,0.061118881
wind_sw,1022,0.021758242
wind_se,1022,0.032727273
wind_off,1023,0.921
ror,1023,0.512679387
pv_ea,1023,0.2
pv_ne,1023,0.2
pv_nw,1023,0.092
pv_we,1023,0.1575
pv_sw,1023,0.1825
pv_se,1023,0.116666667
wind_ea,1023,0.0871875
wind_ne,1023,0.03483871
wind_nw,1023,0.031333333
wind_we,1023,0.054685315
wind_sw,1023,0.02021978
wind_se,1023,0.0325
wind_off,1024,0.9192
ror,1024,0.512679387
pv_ea,1024,0.12
pv_ne,1024,0.12
pv_nw,1024,0.056
pv_we,1024,0.1075
pv_sw,1024,0.125
pv_se,1024,0.076666667
wind_ea,1024,0.0853125
wind_ne,1024,0.033225806
wind_nw,1024,0.025866667
wind_we,1024,0.052517483
wind_sw,1024,0.02043956
wind_se,1024,0.0325
wind_off,1025,0.9294
ror,1025,0.512679387
pv_ea,1025,0.03
pv_ne,1025,0.03
pv_nw,1025,0.018
pv_we,1025,0.05
pv_sw,1025,0.06
pv_se,1025,0.033333333
wind_ea,1025,0.0971875
wind_ne,1025,0.034516129
wind_nw,1025,0.025866667
wind_we,1025,0.067692308
wind_sw,1025,0.022637363
wind_se,1025,0.035909091
wind_off,1026,0.9225
ror,1026,0.512679387
pv_ea,1026,0.0
pv_ne,1026,0.0
pv_nw,1026,0.0
pv_we,1026,0.0
pv_sw,1026,0.005
pv_se,1026,0.0
wind_ea,1026,0.1278125
wind_ne,1026,0.041612903
wind_nw,1026,0.034533333
wind_we,1026,0.116223776
wind_sw,1026,0.034175824
wind_se,1026,0.045681818
wind_off,1027,0.9194
ror,1027,0.512679387
pv_ea,1027,0.0
pv_ne,1027,0.0
pv_nw,1027,0.0
pv_we,1027,0.0
pv_sw,1027,0.0
pv_se,1027,0.0
wind_ea,1027,0.1540625
wind_ne,1027,0.050967742
wind_nw,1027,0.06
wind_we,1027,0.18013986
wind_sw,1027,0.051098901
wind_se,1027,0.058409091
wind_off,1028,0.9125
ror,1028,0.512679387
pv_ea,1028,0.0
pv_ne,1028,0.0
pv_nw,1028,0.0
pv_we,1028,0.0
pv_sw,1028,0.0
pv_se,1028,0.0
wind_ea,1028,0.1696875
wind_ne,1028,0.065483871
wind_nw,1028,0.089333333
wind_we,1028,0.229370629
wind_sw,1028,0.065824176
wind_se,1028,0.066136364
wind_off,1029,0.8976
ror,1029,0.512679387
pv_ea,1029,0.0
pv_ne,1029,0.0
pv_nw,1029,0.0
pv_we,1029,0.0
pv_sw,1029,0.0
pv_se,1029,0.0
wind_ea,1029,0.175625
wind_ne,1029,0.075806452
wind_nw,1029,0.110933333
wind_we,1029,0.241328671
wind_sw,1029,0.077582418
wind_se,1029,0.068409091
wind_off,1030,0.8794
ror,1030,0.512679387
pv_ea,1030,0.0
pv_ne,1030,0.0
pv_nw,1030,0.0
pv_we,1030,0.0
pv_sw,1030,0.0
pv_se,1030,0.0
wind_ea,1030,0.1690625
wind_ne,1030,0.079032258
wind_nw,1030,0.120933333
wind_we,1030,0.231748252
wind_sw,1030,0.082527473
wind_se,1030,0.07
wind_off,1031,0.8566
ror,1031,0.512679387
pv_ea,1031,0.0
pv_ne,1031,0.0
pv_nw,1031,0.0
pv_we,1031,0.0
pv_sw,1031,0.0
pv_se,1031,0.0
wind_ea,1031,0.155625
wind_ne,1031,0.072580645
wind_nw,1031,0.120533333
wind_we,1031,0.214825175
wind_sw,1031,0.083076923
wind_se,1031,0.070909091
wind_off,1032,0.8236
ror,1032,0.512679387
pv_ea,1032,0.0
pv_ne,1032,0.0
pv_nw,1032,0.0
pv_we,1032,0.0
pv_sw,1032,0.0
pv_se,1032,0.0
wind_ea,1032,0.144375
wind_ne,1032,0.068709677
wind_nw,1032,0.115066667
wind_we,1032,0.193356643
wind_sw,1032,0.082197802
wind_se,1032,0.072727273
wind_off,1033,0.8144
ror,1033,0.512679387
pv_ea,1033,0.0
pv_ne,1033,0.0
pv_nw,1033,0.0
pv_we,1033,0.0
pv_sw,1033,0.0
pv_se,1033,0.0
wind_ea,1033,0.1378125
wind_ne,1033,0.065806452
wind_nw,1033,0.11
wind_we,1033,0.174055944
wind_sw,1033,0.080659341
wind_se,1033,0.072954545
wind_off,1034,0.8002
ror,1034,0.512679387
pv_ea,1034,0.0
pv_ne,1034,0.0
pv_nw,1034,0.0
pv_we,1034,0.0
pv_sw,1034,0.0
pv_se,1034,0.0
wind_ea,1034,0.1334375
wind_ne,1034,0.067419355
wind_nw,1034,0.108666667
wind_we,1034,0.159160839
wind_sw,1034,0.076263736
wind_se,1034,0.071590909
wind_off,1035,0.7946
ror,1035,0.512679387
pv_ea,1035,0.0
pv_ne,1035,0.0
pv_nw,1035,0.0
pv_we,1035,0.0
pv_sw,1035,0.0
pv_se,1035,0.0
wind_ea,1035,0.1321875
wind_ne,1035,0.073870968
wind_nw,1035,0.109866667
wind_we,1035,0.156083916
wind_sw,1035,0.077032967
wind_se,1035,0.071363636
wind_off,1036,0.7787
ror,1036,0.512679387
pv_ea,1036,0.0
pv_ne,1036,0.0
pv_nw,1036,0.0
pv_we,1036,0.0
pv_sw,1036,0.0
pv_se,1036,0.0
wind_ea,1036,0.138125
wind_ne,1036,0.080322581
wind_nw,1036,0.1152
