Load,Hours
62606.86257,1668
61494.80239,1669
60603.88797,1670
59273.39548,1671
58895.32215,1672
59082.77597,1673
62929.76252,1674
63095.50878,1675
61488.92326,1676
57595.58203,1677
53900.77452,1678
50708.18044,1679
46387.92388,1680
45302.77203,1681
43297.3101,1682
42493.90429,1683
43110.98689,1684
44539.1634,1685
47607.39125,1686
55760.16266,1687
61891.19147,1688
63299.92163,1689
62991.26727,1690
63987.32768,1691
64560.99516,1692
63436.72448,1693
62862.15251,1694
62007.8696,1695
61738.78631,1696
63169.22403,1697
65550.27195,1698
64402.93699,1699
63065.20864,1700
59521.22345,1701
56149.99424,1702
53120.6591,1703
48880.9014,1704
44127.85037,1705
42194.06862,1706
41555.7307,1707
42116.05708,1708
43295.0489,1709
45593.56287,1710
52289.89271,1711
56744.91704,1712
59127.32169,1713
60162.27481,1714
61022.43685,1715
62362.65253,1716
61074.89679,1717
58667.84502,1718
57249.16556,1719
56654.46888,1720
55739.81182,1721
56544.12212,1722
58176.25924,1723
58691.81378,1724
55139.46213,1725
51592.76349,1726
49329.97654,1727
45775.81593,1728
42805.27209,1729
40600.14585,1730
39566.09721,1731
39408.94352,1732
39734.78304,1733
40078.03382,1734
40470.35273,1735
43233.09191,1736
47333.33331,1737
50167.30042,1738
51737.02831,1739
52292.60616,1740
51635.72637,1741
50243.503,1742
49165.587,1743
48653.65039,1744
47884.16263,1745
48614.53156,1746
51463.64873,1747
51082.86196,1748
47722.71266,1749
45102.88158,1750
44389.47169,1751
40956.05937,1752
38331.93201,1753
36565.70548,1754
35624.59233,1755
35377.2166,1756
35405.93389,1757
35309.15436,1758
34787.94681,1759
36513.47167,1760
40204.43513,1761
43257.28679,1762
45892.9463,1763
48255.22623,1764
48043.12528,1765
45893.17242,1766
44539.84176,1767
43536.09326,1768
43057.17023,1769
44624.86304,1770
48500.11463,1771
49428.56504,1772
47063.11942,1773
45396.38588,1774
45186.09389,1775
42253.99053,1776
39944.8489,1777
38529.56125,1778
37797.38336,1779
38627.92363,1780
40130.71987,1781
43753.62109,1782
50920.95975,1783
56424.2783,1784
58772.53877,1785
59478.71281,1786
60928.14464,1787
61967.39405,1788
61352.57265,1789
60769.86035,1790
60012.35698,1791
58595.03424,1792
56750.79617,1793
56489.6271,1794
59841.86219,1795
61349.85921,1796
57509.65627,1797
54365.9042,1798
51053.69243,1799
46357.62374,1800
43065.53668,1801
41632.38552,1802
41134.46838,1803
41491.28638,1804
42935.96969,1805
46243.20681,1806
52194.92214,1807
56137.55762,1808
57738.49013,1809
57808.13522,1810
58380.89822,1811
59930.72751,1812
59511.72639,1813
59526.65034,1814
58904.81921,1815
57559.17664,1816
55682.37723,1817
55118.65905,1818
57382.80272,1819
59735.5856,1820
56649.49423,1821
53052.59686,1822
49900.25221,1823
45725.39107,1824
42629.57653,1825
40993.36924,1826
40130.04151,1827
40822.19609,1828
42451.16753,1829
45442.51444,1830
51747.65597,1831
56204.71538,1832
58045.33553,1833
58091.46409,1834
58900.97516,1835
59681.99506,1836
59191.31377,1837
58500.28979,1838
57370.13998,1839
56206.52435,1840
54845.27947,1841
55153.02935,1842
57507.16895,1843
59677.92489,1844
55746.14319,1845
52331.27275,1846
49352.36246,1847
44946.8585,1848
42040.30674,1849
40143.38262,1850
39395.82854,1851
39918.16669,1852
41536.28435,1853
44891.91124,1854
51072.91266,1855
55765.58955,1856
57857.42946,1857
58068.17369,1858
59217.54373,1859
59936.60664,1860
59228.39751,1861
58642.74565,1862
57637.4143,1863
56489.17486,1864
55181.06828,1865
55271.96869,1866
56902.29685,1867
59032.125,1868
55802.89941,1869
52274.51653,1870
49425.39935,1871
45234.25754,1872
42102.48985,1873
40251.01593,1874
39878.59562,1875
40568.26287,1876
41865.74178,1877
45119.61449,1878
51254.48735,1879
55847.67125,1880
57698.69294,1881
58180.55553,1882
60173.58083,1883
60069.33932,1884
59420.59986,1885
57760.64993,1886
56219.63933,1887
54759.1276,1888
53387.48119,1889
53746.78652,1890
55878.87587,1891
57735.09832,1892
54204.90647,1893
51258.55752,1894
48844.49602,1895
45134.53844,1896
41607.96452,1897
39731.39123,1898
38854.27016,1899
38615.71312,1900
39040.36725,1901
39443.99219,1902
39759.20404,1903
42583.67409,1904
46197.98273,1905
49108.15242,1906
50356.11096,1907
51216.49913,1908
51175.11909,1909
49762.99713,1910
48130.63388,1911
47378.5574,1912
46982.16832,1913
47909.94036,1914
50497.66234,1915
51410.0582,1916
48022.09608,1917
45579.99565,1918
44852.79241,1919
42082.36514,1920
39289.32583,1921
36838.18058,1922
35918.77499,1923
35790.11247,1924
35190.21502,1925
34785.00725,1926
33596.29225,1927
35689.03665,1928
38625.88854,1929
42050.02992,1930
44171.94385,1931
45901.08663,1932
44962.00857,1933
42450.48917,1934
40749.61144,1935
40405.68229,1936
40295.10941,1937
42082.36514,1938
45614.13983,1939
48147.81903,1940
46073.84263,1941
44409.82252,1942
44707.62311,1943
41603.44211,1944
39883.11802,1945
38657.99764,1946
38105.58548,1947
38616.16536,1948
40137.27737,1949
43565.26279,1950
50479.79883,1951
55692.32653,1952
58279.37015,1953
58676.43759,1954
58991.87556,1955
60035.42126,1956
59551.07134,1957
58723.92288,1958
57791.85455,1959
57145.15017,1960
55691.42205,1961
55340.48317,1962
57161.65696,1963
59429.41856,1964
56132.35685,1965
52826.70257,1966
50076.85226,1967
45626.12421,1968
42735.85312,1969
40895.23298,1970
40323.8267,1971
40847.29546,1972
42377.22615,1973
45699.83947,1974
51885.3633,1975
56657.18232,1976
58493.05394,1977
58584.40658,1978
59937.05888,1979
61077.83635,1980
60413.94683,1981
59795.73362,1982
58826.1293,1983
57868.73549,1984
56212.40348,1985
55805.16062,1986
57572.29163,1987
59729.48034,1988
56515.85707,1989
52786.67926,1990
49826.31084,1991
45067.6068,1992
42225.04712,1993
40531.40524,1994
39514.76788,1995
40178.88352,1996
41932.22119,1997
45062.85827,1998
51154.99437,1999
55888.82517,2000
57987.67482,2001
58639.57996,2002
59764.07677,2003
60949.62608,2004
60105.29247,2005
59856.33389,2006
58998.20694,2007
57532.49443,2008
56128.06056,2009
56067.00805,2010
58066.81696,2011
59562.15124,2012
55359.47729,2013
52611.43594,2014
49625.06368,2015
45193.32975,2016
42460.89071,2017
40606.02498,2018
39469.76991,2019
40021.95596,2020
41836.34613,2021
45057.6575,2022
51625.09871,2023
56957.69635,2024
59352.3115,2025
60612.70667,2026
61063.13853,2027
61739.46467,2028
60934.92825,2029
60191.44434,2030
59390.97809,2031
58736.3595,2032
57673.36745,2033
57477.09493,2034
58881.75492,2035
60384.55117,2036
56699.24072,2037
53182.84222,2038
50926.83888,2039
46542.81636,2040
43292.33546,2041
41289.58698,2042
40952.44145,2043
41483.14605,2044
42413.40542,2045
45285.58688,2046
50939.50162,2047
55965.93223,2048
57794.79411,2049
59293.97243,2050
61697.18016,2051
63330.90012,2052
61448.44771,2053
60013.93982,2054
59048.40567,2055
57722.20946,2056
56346.04064,2057
56250.84395,2058
57223.84007,2059
58385.64674,2060
55152.57711,2061
51277.77776,2062
49015.66917,2063
45150.14075,2064
41936.74359,2065
40179.10964,2066
38964.16468,2067
39007.57979,2068
39270.33171,2069
39543.93741,2070
39390.62777,2071
42311.42511,2072
45584.74418,2073
48442.90617,2074
49513.58631,2075
49858.19382,2076
48973.61077,2077
48299.54583,2078
47115.57936,2079
47220.04699,2080
46612.23532,2081
47366.79913,2082
49852.54081,2083
51552.9663,2084
48025.94013,2085
45160.54229,2086
43894.26799,2087
40390.07999,2088
37349.43882,2089
33214.14875,2090
34283.01994,2091
34146.89545,2092
34573.58466,2093
34080.64217,2094
34950.07515,2095
37540.51057,2096
41022.53877,2097
43675.15731,2098
47205.57528,2099
47626.38537,2100
45336.01173,2101
43867.13354,2102
43209.80151,2103
42308.03331,2104
42522.62158,2105
45999.22289,2106
47100.20317,2107
48423.00757,2108
47781.05173,2109
47754.1434,2110
44559.062,2111
41524.29996,2112
40770.41452,2113
40270.91453,2114
41237.35316,2115
42578.47332,2116
45766.09275,2117
52280.39566,2118
57750.92675,2119
60906.6632,2120
62784.36709,2121
63740.85643,2122
64900.17577,2123
64773.0961,2124
64259.57665,2125
63747.1878,2126
62270.16928,2127
60340.00545,2128
58681.41224,2129
58943.93804,2130
59392.33481,2131
59682.67342,2132
56909.08046,2133
52949.03371,2134
47934.13524,2135
44186.8678,2136
42506.34091,2137
42671.18269,2138
42674.57449,2139
44537.12832,2140
47195.39986,2141
52903.80963,2142
59516.2488,2143
63221.0056,2144
64037.75253,2145
65231.21605,2146
65952.76629,2147
65600.24456,2148
65258.80274,2149
64290.10291,2150
62290.52011,2151
59875.78025,2152
59459.04033,2153
59236.31173,2154
60386.58626,2155
61110.17157,2156
58497.57635,2157
54894.3476,2158
50430.50458,2159
38765.17871,2160
35274.10569,2161
33583.17726,2162
32893.73613,2163
33000.46497,2164
32451.89685,2165
31712.93535,2166
34034.96584,2167
36728.96442,2168
39365.07616,2169
42122.61457,2170
45460.83019,2171
45575.92548,2172
43703.64848,2173
42667.79088,2174
42594.30175,2175
44418.86734,2176
47644.24888,2177
48232.16195,2178
46800.36751,2179
44713.27612,2180
43518.22975,2181
43634.45564,2182
41117.73547,2183
46821.3967,2184
44789.70481,2185
43835.92892,2186
43968.6616,2187
44694.282,2188
47274.31589,2189
53942.83292,2190
59802.74336,2191
61468.79854,2192
62078.41917,2193
62913.48185,2194
63412.07735,2195
62709.29512,2196
62053.3198,2197
60987.84043,2198
60175.84203,2199
59606.92308,2200
61762.07672,2201
63426.09682,2202
61953.82682,2203
58448.96046,2204
55503.51599,2205
53672.16678,2206
49866.33415,2207
47868.10808,2208
46516.13415,2209
45590.17107,2210
46045.8037,2211
47265.94943,2212
49739.25448,2213
55772.37316,2214
59694.6578,2215
61343.98008,2216
61945.00813,2217
63659.00084,2218
63933.96326,2219
64377.83763,2220
64311.58434,2221
62809.01422,2222
61840.99274,2223
60404.67589,2224
60156.16956,2225
63013.20095,2226
63693.59726,2227
60593.26031,2228
57662.73979,2229
55365.35642,2230
51797.40246,2231
36439.75641,2232
34492.40744,2233
33771.98781,2234
33715.90995,2235
34147.34769,2236
34778.44975,2237
35272.74897,2238
36650.50063,2239
39886.28371,2240
42691.08128,2241
44479.46761,2242
46323.9318,2243
46437.67037,2244
44888.51943,2245
43166.61251,2246
42882.60527,2247
42327.70578,2248
43381.4269,2249
44194.10365,2250
43484.08556,2251
43342.08195,2252
41660.42445,2253
40549.721,2254
38149.22672,2255
36091.07874,2256
34579.01155,2257
34022.07698,2258
34354.24786,2259
35844.60749,2260
40151.74907,2261
47918.30682,2262
52974.81144,2263
55729.41028,2264
56942.32016,2265
58118.82466,2266
59095.66483,2267
58565.86471,2268
58420.24317,2269
55687.35188,2270
53985.34355,2271
52700.52738,2272
53186.46014,2273
53402.63125,2274
53077.4701,2275
51814.36149,2276
51143.23611,2277
47348.03114,2278
42716.85901,2279
38369.92024,2280
34577.20259,2281
34853.06949,2282
34519.31576,2283
34564.08761,2284
34767.8221,2285
35861.3404,2286
39508.4365,2287
43919.59347,2288
46099.84647,2289
46583.74415,2290
47857.02818,2291
47903.15675,2292
46377.74846,2293
45278.1249,2294
44374.54774,2295
43607.99955,2296
43740.73223,2297
44047.12539,2298
44159.28111,2299
43325.34904,2300
42480.33706,2301
42321.37441,2302
39465.69975,2303
41740.6972,2304
39486.2767,2305
38158.27153,2306
37541.18893,2307
37087.36527,2308
36767.85713,2309
38939.51755,2310
42692.66413,2311
46413.47548,2312
48802.66374,2313
50334.4034,2314
51069.52086,2315
50253.00006,2316
48545.33871,2317
47377.42679,2318
46909.58366,2319
46643.43994,2320
46708.56262,2321
46604.32111,2322
46098.48975,2323
44271.66295,2324
43302.28475,2325
42749.87259,2326
39708.77919,2327
39887.86655,2328
38162.11558,2329
37092.56604,2330
37341.52461,2331
38044.53297,2332
40680.41859,2333
46474.98023,2334
51883.1021,2335
54926.00446,2336
56494.82787,2337
58159.30021,2338
59897.03557,2339
59557.17659,2340
59310.70534,2341
57968.68071,2342
56159.94354,2343
55423.01712,2344
54845.5056,2345
54442.10678,2346
53426.60002,2347
51178.28478,2348
49864.97743,2349
46859.83717,2350
42979.15869,2351
41453.07204,2352
39617.20042,2353
38890.2233,2354
38934.09066,2355
39877.46501,2356
43090.18381,2357
50238.07611,2358
55205.71541,2359
57778.51344,2360
58306.27848,2361
59724.95794,2362
60986.48371,2363
60862.79584,2364
59676.34205,2365
58186.66078,2366
56450.05603,2367
55574.5178,2368
54797.34195,2369
53875.22291,2370
53202.28857,2371
52891.59913,2372
50058.76262,2373
46683.01101,2374
42909.28748,2375
34500.09553,2376
32643.87308,2377
31698.68976,2378
31421.69226,2379
31793.88646,2380
32241.15263,2381
33007.02246,2382
34697.72477,2383
38041.14116,2384
41278.50708,2385
43488.83409,2386
45778.30325,2387
44727.74782,2388
43460.34292,2389
42041.21122,2390
41437.92197,2391
41388.85384,2392
42577.79496,2393
44222.3687,2394
46635.07349,2395
45159.63781,2396
43082.04347,2397
41947.59737,2398
38949.91909,2399
43325.12292,2400
41722.60756,2401
40951.08472,2402
41476.13632,2403
43114.60481,2404
46699.29168,2405
54300.78153,2406
59405.90204,2407
60691.84881,2408
60306.76575,2409
60754.48417,2410
62005.38228,2411
61862.02194,2412
60760.81554,2413
59544.28773,2414
58846.70626,2415
58961.12319,2416
62859.21295,2417
63057.29443,2418
61351.89429,2419
57491.56664,2420
53580.81414,2421
50448.14197,2422
46060.50152,2423
45910.13145,2424
44531.02306,2425
44293.59663,2426
44753.52555,2427
46075.42547,2428
49186.16396,2429
57211.62957,2430
63599.30505,2431
66095.67438,2432
66504.04785,2433
66651.47835,2434
66636.10217,2435
65083.33331,2436
63426.32294,2437
61913.57739,2438
61399.37958,2439
62018.49726,2440
63893.03546,2441
62704.32047,2442
61382.42055,2443
57991.74499,2444
54614.63666,2445
52262.30602,2446
48006.7199,2447
39790.63478,2448
37559.95693,2449
36896.0674,2450
36801.54907,2451
38821.93494,2452
42860.89771,2453
50196.46995,2454
55062.12895,2455
57244.19091,2456
58185.7563,2457
59561.92512,2458
61031.70779,2459
60704.73768,2460
60292.74629,2461
59201.03694,2462
58328.21216,2463
56274.81271,2464
54986.37861,2465
54166.23988,2466
54210.55948,2467
53835.42572,2468
51716.22523,2469
48558.90594,2470
44289.52647,2471
41371.44257,2472
39601.82423,2473
39130.5893,2474
39903.24274,2475
41363.98059,2476
44645.21387,2477
51399.65666,2478
55728.5058,2479
56374.98405,2480
57488.17483,2481
59251.68792,2482
60788.62835,2483
60476.8083,2484
60266.2902,2485
59368.81829,2486
58053.02362,2487
56060.9028,2488
55139.91437,2489
54451.1516,2490
54133.00018,2491
53991.4488,2492
52028.94976,2493
48735.05374,2494
44399.87323,2495
41101.22868,2496
39264.22646,2497
38281.73328,2498
38330.57529,2499
40182.72757,2500
43951.92869,2501
50629.0383,2502
55717.65202,2503
57781.90525,2504
58367.33099,2505
60253.85358,2506
62654.12173,2507
62120.02533,2508
61443.02082,2509
59748.02222,2510
59977.76055,2511
58060.25947,2512
56963.34936,2513
56188.88695,2514
55120.92026,2515
54769.52914,2516
53006.4683,2517
49483.96454,2518
44929.67335,2519
41963.19968,2520
39414.59653,2521
38213.44491,2522
38282.63776,2523
39854.62685,2524
43473.91015,2525
50127.05099,2526
54828.32044,2527
57504.68162,2528
58659.47856,2529
59429.41856,2530
60184.88685,2531
59776.06115,2532
59081.64537,2533
57691.00484,2534
56485.10469,2535
55064.61627,2536
54276.36052,2537
53021.61836,2538
52623.87256,2539
52067.16411,2540
50043.38643,2541
46383.62759,2542
42561.06205,2543
39259.93017,2544
37344.6903,2545
36505.55745,2546
37026.53888,2547
38234.47411,2548
41941.266,2549
48361.95506,2550
53088.55,2551
55355.63324,2552
55796.34192,2553
57811.75314,2554
58328.89052,2555
57653.24273,2556
56273.90823,2557
54945.90306,2558
53731.41033,2559
52681.53327,2560
52042.74311,2561
51677.33252,2562
50698.23114,2563
49664.86087,2564
48457.83012,2565
46020.93045,2566
42326.57518,2567
39002.83127,2568
36583.79511,2569
35781.29378,2570
35938.67358,2571
36335.06266,2572
36830.94472,2573
37297.20501,2574
40171.64767,2575
44135.08623,2576
46916.36728,2577
48622.44577,2578
49390.12457,2579
47377.42679,2580
45626.12421,2581
44477.43253,2582
43433.20847,2583
42818.16095,2584
42837.15507,2585
43596.24129,2586
43068.47625,2587
42754.62112,2588
42073.99868,2589
40265.48764,2590
37310.99835,2591
34771.89226,2592
32868.86289,2593
32079.92877,2594
32210.62637,2595
32349.01206,2596
32635.73274,2597
31906.04218,2598
33454.28863,2599
37129.64978,2600
40097.70629,2601
41703.61345,2602
43302.51087,2603
42851.40065,2604
41048.09038,2605
39512.50667,2606
38366.52843,2607
37604.27653,2608
38377.15609,2609
40417.8928,2610
41139.66915,2611
41644.59602,2612
41685.2977,2613
40542.25902,2614
37582.34285,2615
35211.0181,2616
33998.33434,2617
33618.90429,2618
34090.13923,2619
35862.01876,2620
40159.21105,2621
47109.47411,2622
52291.02332,2623
54587.27609,2624
55353.14592,2625
56586.85888,2626
57792.30679,2627
57374.21015,2628
56587.98948,2629
56071.07822,2630
55359.25117,2631
53600.03437,2632
52633.59574,2633
52013.79969,2634
52144.72341,2635
51185.06839,2636
49952.25991,2637
46513.64683,2638
41990.56025,2639
39086.49582,2640
37559.73081,2641
36733.03458,2642
36890.86663,2643
38278.56759,2644
41682.35813,2645
47841.42588,2646
53070.91261,2647
55626.97773,2648
56278.65676,2649
58069.07817,2650
60370.75783,2651
60544.19218,2652
59667.97559,2653
58021.36676,2654
56742.42972,2655
54751.89175,2656
53947.58144,2657
53182.38998,2658
52970.74127,2659
52065.12903,2660
50572.96044,2661
47156.50715,2662
43164.12518,2663
39422.73687,2664
37977.82744,2665
37234.56966,2666
37902.75547,2667
39408.26516,2668
42940.26598,2669
49346.03109,2670
54105.18737,2671
56684.09065,2672
57793.21127,2673
58931.95366,2674
59898.16617,2675
59182.49507,2676
58308.08744,2677
56839.6615,2678
55070.26928,2679
53284.14416,2680
52825.34585,2681
52369.93934,2682
52202.15799,2683
51440.13221,2684
50656.85111,2685
47014.95578,2686
42940.03986,2687
39771.18842,2688
38189.47615,2689
37497.99993,2690
38241.48384,2691
39691.1418,2692
42870.84701,2693
49103.63001,2694
53835.65184,2695
55908.72377,2696
56442.36793,2697
57252.10513,2698
57981.34345,2699
57240.57298,2700
56769.56417,2701
55297.74642,2702
54766.81569,2703
52966.44498,2704
52324.48914,2705
52293.51064,2706
52182.03328,2707
51586.206,2708
50953.52109,2709
47073.52096,2710
42498.42669,2711
39773.22351,2712
38232.66515,2713
37476.74461,2714
37907.73012,2715
39325.73121,2716
42602.44208,2717
48873.66555,2718
53804.44722,2719
56155.42113,2720
56924.23053,2721
57804.96953,2722
58155.90841,2723
57561.43785,2724
56853.0026,2725
55594.19027,2726
54246.73875,2727
52867.63036,2728
52457.22182,2729
51544.59984,2730
51303.7816,2731
50179.2848,2732
48677.84528,2733
45527.08347,2734
41708.5881,2735
38980.89759,2736
37206.07848,2737
35983.2193,2738
35801.41849,2739
36028.44338,2740
36347.95153,2741
37185.72765,2742
40264.58316,2743
44224.17767,2744
47156.05491,2745
48636.013,2746
49368.19089,2747
48799.72418,2748
47168.49153,2749
45892.72018,2750
45165.96918,2751
44368.21637,2752
45402.71725,2753
45076.4255,2754
44505.01922,2755
43607.32119,2756
42690.40292,2757
40744.63679,2758
37578.27268,2759
34267.19151,2760
32273.03561,2761
31213.8876,2762
30904.32876,2763
31332.82694,2764
31592.63929,2765
31380.31222,2766
33254.17207,2767
36517.31571,2768
39644.78711,2769
42089.14875,2770
43985.16839,2771
44136.66907,2772
42221.88143,2773
40654.86699,2774
40415.85771,2775
39915.001,2776
40945.43171,2777
42625.05412,2778
42620.75784,2779
42583.90021,2780
42566.26282,2781
41663.1379,2782
38377.38221,2783
36056.03007,2784
34699.30761,2785
34188.72772,2786
34728.92938,2787
36741.17492,2788
40701.22167,2789
48424.36429,2790
53962.05315,2791
56970.81133,2792
58054.83258,2793
59288.54554,2794
60771.89544,2795
60387.26462,2796
59555.81987,2797
58737.03786,2798
57665.45324,2799
56105.67464,2800
55478.64274,2801
54705.31094,2802
54052.50132,2803
52416.74626,2804
50677.65419,2805
46963.1742,2806
42286.09963,2807
39678.47905,2808
38320.39987,2809
37737.46145,2810
38454.26315,2811
40027.60897,2812
43229.24786,2813
49739.02836,2814
54684.50786,2815
57200.77579,2816
57260.6977,2817
58322.55915,2818
59339.42264,2819
58851.90703,2820
58205.88102,2821
56647.23303,2822
55672.88018,2823
54840.75707,2824
53707.21545,2825
53930.84853,2826
53844.47054,2827
52512.84744,2828
51016.8348,2829
48261.78372,2830
44608.58237,2831
41208.63587,2832
39700.63885,2833
38867.83738,2834
39683.67982,2835
41268.7839,2836
44016.14689,2837
49947.28526,2838
54281.10905,2839
56186.17351,2840
57057.64157,2841
58391.52587,2842
59619.13358,2843
58761.91111,2844
58033.80338,2845
56870.18775,2846
55735.28941,2847
54276.58664,2848
53498.73243,2849
53496.92347,2850
52918.05522,2851
52143.36669,2852
51301.29428,2853
47941.59722,2854
43527.50068,2855
40420.83236,2856
38572.75025,2857
37798.06172,2858
38229.72558,2859
39654.51029,2860
42770.22343,2861
49331.33326,2862
54895.93045,2863
56800.09042,2864
57158.49128,2865
57936.79773,2866
59696.01452,2867
59420.59986,2868
58212.43851,2869
57059.45054,2870
56051.17962,2871
54429.67016,2872
53647.06742,2873
53396.29988,2874
52566.89022,2875
50972.28908,2876
48792.94056,2877
45559.64481,2878
42087.56591,2879
37877.88222,2880
36134.71998,2881
35131.1976,2882
35068.33612,2883
36114.59526,2884
39456.65493,2885
44883.54478,2886
50113.936,2887
53364.86915,2888
54563.98568,2889
55264.95896,2890
56098.21267,2891
56257.85368,2892
55672.65406,2893
54914.02008,2894
54322.26296,2895
54916.05516,2896
58156.58677,2897
57889.53856,2898
56439.88061,2899
52669.32276,2900
50205.96701,2901
49003.45867,2902
45248.95537,2903
46589.17104,2904
44666.01695,2905
43496.52219,2906
43301.60639,2907
44140.73924,2908
47053.39625,2909
53458.483,2910
59466.27619,2911
61202.20258,2912
61258.9588,2913
61374.28021,2914
62338.23152,2915
61900.91465,2916
61727.93253,2917
60786.36714,2918
60389.07358,2919
59680.41221,2920
61502.49048,2921
63037.62195,2922
61819.5113,2923
58231.88486,2924
55426.18281,2925
53517.04818,2926
49972.38463,2927
48688.47293,2928
46858.02821,2929
45901.53887,2930
46102.10768,2931
46955.71223,2932
49314.60035,2933
54955.17399,2934
58832.00843,2935
60749.05728,2936
61061.32956,2937
61747.37889,2938
61994.98074,2939
61705.09437,2940
61903.62809,2941
60636.67543,2942
59445.47311,2943
58287.96273,2944
58262.63724,2945
60827.74718,2946
61037.81304,2947
57921.87378,2948
55343.64886,2949
53476.57263,2950
50449.49869,2951
35447.76617,2952
33966.22524,2953
33101.76691,2954
32734.54736,2955
33023.07701,2956
32711.7092,2957
31657.76197,2958
32715.77937,2959
36157.1059,2960
38654.15359,2961
40382.16577,2962
42779.04212,2963
41713.78887,2964
38694.40303,2965
37567.87114,2966
36472.76999,2967
35705.54344,2968
35913.57422,2969
37400.99428,2970
38315.42522,2971
39972.43559,2972
39811.8901,2973
39538.2844,2974
37131.68487,2975
39624.88852,2976
37816.37747,2977
37348.30822,2978
37770.47503,2979
38842.73802,2980
42862.02831,2981
49994.54443,2982
56060.22444,2983
58144.37627,2984
59176.61594,2985
61246.06994,2986
62363.55701,2987
62899.01014,2988
60664.26212,2989
58842.63609,2990
57637.18818,2991
56675.27196,2992
57165.72713,2993
57074.6006,2994
55880.00647,2995
54462.45762,2996
52945.18966,2997
48323.06235,2998
43703.64848,2999
36665.87682,3000
34650.4656,3001
33690.58446,3002
33445.46993,3003
34041.29722,3004
34364.6494,3005
41257.93012,3006
46557.06194,3007
50538.59013,3008
52620.48075,3009
53782.51354,3010
54788.97549,3011
55037.70794,3012
54115.36279,3013
52610.07922,3014
51598.19038,3015
50458.54351,3016
50009.69449,3017
49484.41678,3018
48946.02408,3019
46957.52119,3020
45451.33314,3021
44540.97236,3022
41052.16055,3023
37375.89491,3024
34968.3909,3025
33902.23316,3026
33411.32575,3027
33424.66686,3028
33006.3441,3029
33954.6931,3030
36168.41192,3031
39109.10786,3032
41643.2393,3033
43774.87641,3034
45468.74441,3035
45077.78222,3036
43635.81236,3037
42991.14307,3038
42334.71552,3039
41908.0263,3040
42791.70487,3041
44399.19487,3042
44546.39925,3043
43234.22251,3044
42867.00296,3045
42903.18223,3046
41136.05122,3047
40232.24794,3048
38323.56555,3049
37357.57916,3050
37294.9438,3051
38344.36863,3052
40763.6309,3053
46301.772,3054
51372.97445,3055
54242.66858,3056
55292.99789,3057
56775.89554,3058
58594.582,3059
58425.89618,3060
57603.49624,3061
56701.50193,3062
55395.20431,3063
53637.11812,3064
53244.57309,3065
52828.73765,3066
51754.43958,3067
49663.0519,3068
49087.12322,3069
46661.30345,3070
42830.14534,3071
39990.52522,3072
38483.88492,3073
37924.01079,3074
37511.34104,3075
37463.40351,3076
38059.68303,3077
40171.42155,3078
42853.20962,3079
46375.48725,3080
49459.99578,3081
51523.1184,3082
53103.92619,3083
52218.89091,3084
50829.83322,3085
49661.24294,3086
48138.32198,3087
47667.31316,3088
48049.90889,3089
48043.57752,3090
47753.91728,3091
47269.79348,3092
44867.26412,3093
42403.90836,3094
39330.70586,3095
36470.28267,3096
35237.24807,3097
34929.04595,3098
35680.44407,3099
36934.96011,3100
41233.73524,3101
50624.28977,3102
56201.5497,3103
57877.7803,3104
58388.58631,3105
59547.22729,3106
60278.04846,3107
59333.54351,3108
58764.62455,3109
57905.81923,3110
57397.27443,3111
55874.35346,3112
55635.57031,3113
56374.30569,3114
59383.29,3115
56228.68415,3116
52410.41489,3117
48698.19611,3118
44747.19418,3119
42959.71233,3120
40911.51365,3121
39920.42789,3122
40370.85975,3123
41953.02426,3124
45520.7521,3125
53376.40129,3126
58612.89776,3127
60083.58491,3128
59481.20013,3129
60640.06724,3130
61988.42325,3131
61209.89067,3132
60413.94683,3133
59108.32758,3134
58412.32895,3135
58577.17073,3136
62608.89765,3137
62737.78629,3138
60872.97126,3139
57316.54944,3140
53697.49227,3141
50538.36401,3142
46256.54792,3143
44950.47643,3144
43339.3685,3145
42066.08447,3146
41924.30697,3147
42345.11706,3148
42291.97876,3149
43871.88207,3150
47683.81995,3151
50960.53082,3152
53201.61021,3153
54465.62331,3154
55572.03047,3155
54765.23285,3156
52997.19736,3157
51429.27843,3158
51309.20849,3159
53895.12151,3160
56795.56802,3161
56438.97613,3162
54994.0667,3163
51850.31464,3164
49748.97766,3165
48756.53518,3166
45385.30598,3167
40985.90727,3168
39419.57118,3169
38394.11512,3170
38654.60583,3171
39841.05963,3172
42906.34791,3173
49981.65556,3174
55053.08413,3175
57297.32921,3176
57929.56188,3177
60066.62588,3178
61802.55227,3179
61534.8257,3180
60813.72771,3181
59778.77459,3182
57886.14676,3183
55407.64094,3184
54562.62896,3185
54059.51105,3186
53246.60817,3187
51191.852,3188
49642.47495,3189
46457.56896,3190
42627.31533,3191
39112.72579,3192
36723.98977,3193
35343.29854,3194
35038.71435,3195
35037.58375,3196
33973.68721,3197
33820.15145,3198
36375.08597,3199
39697.24705,3200
42327.02742,3201
43520.49095,3202
44919.95017,3203
43803.5937,3204
42026.28728,3205
40779.23321,3206
39700.63885,3207
38937.48247,3208
39646.8222,3209
41193.4858,3210
41492.19087,3211
41202.3045,3212
41997.7961,3213
41089.69654,3214
37976.69684,3215
35000.95224,3216
33371.9808,3217
32612.89458,3218
32673.04261,3219
34103.02809,3220
36370.33745,3221
41239.61437,3222
46227.60451,3223
